Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Total,Date,Payment,Rating,anomalie,nom_segment
750407-19-2296,C,Marrakech,Member,Male,Fashion accessories,82.69,6,520.95,03/15/2019,Credit card,6.5,Normal,Acheteur moyen
750408-66-6950,A,Casablanca,Normal,Male,Home and lifestyle,38.52,5,202.23,03/24/2019,Credit card,8.3,Normal,Petit acheteur
750409-99-2311,C,Marrakech,Normal,Female,Electronic accessories,26.55,1,27.88,03/26/2019,Ewallet,4.8,Normal,Petit acheteur
750410-20-2702,A,Casablanca,Member,Female,Health and beauty,18.6,8,156.24,02/20/2019,Ewallet,7.3,Normal,Petit acheteur
750411-26-3150,B,Rabat,Member,Male,Fashion accessories,93.83,7,689.65,02/06/2019,Ewallet,5.9,Normal,Acheteur moyen
750412-66-3213,C,Marrakech,Member,Male,Health and beauty,69.71,6,439.17,03/11/2019,Cash,9.2,Normal,Acheteur moyen
750413-54-8891,C,Marrakech,Member,Female,Fashion accessories,77.39,10,812.6,03/23/2019,Credit card,6.6,Normal,Acheteur moyen
750414-27-6634,C,Marrakech,Member,Male,Sports and travel,37.71,7,277.17,01/02/2019,Cash,5.6,Normal,Petit acheteur
750415-10-9981,B,Rabat,Normal,Male,Fashion accessories,92.98,8,781.03,02/07/2019,Cash,5.8,Normal,Acheteur moyen
750416-58-4614,B,Rabat,Member,Female,Food and beverages,49.34,4,207.23,03/24/2019,Credit card,5.0,Normal,Petit acheteur
750417-78-5404,B,Rabat,Member,Female,Fashion accessories,31.56,10,331.38,02/04/2019,Credit card,8.8,Normal,Petit acheteur
750418-89-9060,B,Rabat,Member,Male,Electronic accessories,22.29,2,46.81,02/27/2019,Credit card,7.8,Normal,Petit acheteur
750419-66-1134,A,Casablanca,Normal,Male,Electronic accessories,14.47,9,136.74,02/06/2019,Ewallet,4.1,Normal,Petit acheteur
750420-14-6410,A,Casablanca,Member,Male,Health and beauty,54.42,6,342.85,02/17/2019,Cash,6.5,Normal,Petit acheteur
750421-58-1206,A,Casablanca,Member,Male,Home and lifestyle,79.8,2,167.58,01/25/2019,Ewallet,7.3,Normal,Petit acheteur
750422-36-8746,A,Casablanca,Member,Female,Sports and travel,32.24,1,33.85,01/13/2019,Credit card,5.2,Normal,Petit acheteur
750423-71-5895,B,Rabat,Normal,Female,Electronic accessories,66.62,1,69.95,03/08/2019,Credit card,8.5,Normal,Petit acheteur
750424-45-2960,A,Casablanca,Normal,Male,Fashion accessories,29.6,2,62.16,02/11/2019,Cash,5.4,Normal,Petit acheteur
750425-30-9190,B,Rabat,Member,Male,Health and beauty,62.29,8,523.24,02/17/2019,Ewallet,8.1,Normal,Acheteur moyen
750426-50-6690,A,Casablanca,Normal,Male,Health and beauty,41.99,3,132.27,01/17/2019,Ewallet,8.2,Normal,Petit acheteur
750427-47-9892,B,Rabat,Member,Male,Fashion accessories,44.0,3,138.6,03/04/2019,Ewallet,5.5,Normal,Petit acheteur
750428-80-3627,C,Marrakech,Normal,Male,Food and beverages,26.79,6,168.78,02/05/2019,Cash,5.9,Normal,Petit acheteur
750429-33-1306,A,Casablanca,Member,Female,Home and lifestyle,83.74,9,791.34,03/23/2019,Ewallet,6.2,Normal,Acheteur moyen
750430-80-3525,C,Marrakech,Normal,Male,Home and lifestyle,74.88,9,707.62,03/09/2019,Ewallet,8.9,Normal,Acheteur moyen
750431-26-3926,C,Marrakech,Normal,Female,Sports and travel,67.67,2,142.11,01/09/2019,Credit card,4.6,Normal,Petit acheteur
750432-89-5193,A,Casablanca,Member,Male,Sports and travel,27.24,1,28.6,03/26/2019,Cash,7.4,Normal,Petit acheteur
750433-20-8668,A,Casablanca,Normal,Male,Food and beverages,74.6,1,78.33,03/25/2019,Ewallet,9.6,Normal,Petit acheteur
750434-77-1666,C,Marrakech,Member,Female,Food and beverages,76.91,7,565.29,01/08/2019,Credit card,8.9,Normal,Acheteur moyen
750435-34-4164,C,Marrakech,Member,Female,Health and beauty,95.0,9,897.75,01/30/2019,Credit card,4.6,Normal,Acheteur moyen
750436-68-7997,C,Marrakech,Member,Male,Food and beverages,77.42,7,569.04,03/15/2019,Credit card,8.5,Normal,Acheteur moyen
750437-55-6163,A,Casablanca,Member,Male,Food and beverages,46.14,6,290.68,03/18/2019,Credit card,7.9,Normal,Petit acheteur
750438-79-4504,C,Marrakech,Normal,Female,Sports and travel,78.77,7,578.96,03/19/2019,Cash,9.0,Normal,Acheteur moyen
750439-76-3213,B,Rabat,Normal,Female,Sports and travel,50.27,7,369.48,02/06/2019,Ewallet,4.0,Normal,Petit acheteur
750440-81-3534,B,Rabat,Member,Female,Electronic accessories,29.33,6,184.78,02/05/2019,Credit card,4.1,Normal,Petit acheteur
750441-48-2505,A,Casablanca,Member,Female,Home and lifestyle,24.05,5,126.26,02/01/2019,Credit card,6.2,Normal,Petit acheteur
750442-22-5921,C,Marrakech,Normal,Male,Fashion accessories,16.95,6,106.78,03/04/2019,Ewallet,8.8,Normal,Petit acheteur
750443-39-1187,A,Casablanca,Normal,Male,Health and beauty,92.96,6,585.65,02/23/2019,Cash,6.1,Normal,Acheteur moyen
750444-38-3509,C,Marrakech,Normal,Male,Home and lifestyle,57.19,6,360.3,02/11/2019,Ewallet,7.2,Normal,Petit acheteur
750445-53-2352,A,Casablanca,Normal,Female,Food and beverages,61.77,2,129.72,02/20/2019,Cash,5.3,Normal,Petit acheteur
750446-81-4245,B,Rabat,Member,Female,Home and lifestyle,17.66,9,166.89,01/17/2019,Credit card,6.6,Normal,Petit acheteur
750447-97-2467,B,Rabat,Normal,Male,Food and beverages,65.43,9,618.31,02/04/2019,Ewallet,5.5,Normal,Acheteur moyen
750448-54-8245,A,Casablanca,Normal,Female,Home and lifestyle,41.34,6,260.44,01/04/2019,Credit card,6.1,Normal,Petit acheteur
750449-16-4982,C,Marrakech,Member,Female,Health and beauty,93.17,4,391.31,01/20/2019,Cash,5.2,Normal,Petit acheteur
750450-78-4471,C,Marrakech,Member,Female,Health and beauty,40.89,2,85.87,01/03/2019,Cash,5.8,Normal,Petit acheteur
750451-94-9631,A,Casablanca,Normal,Female,Food and beverages,75.69,3,238.42,01/03/2019,Credit card,8.2,Normal,Petit acheteur
750452-59-5445,A,Casablanca,Normal,Male,Health and beauty,35.56,10,373.38,03/25/2019,Cash,5.6,Normal,Petit acheteur
750453-50-8940,C,Marrakech,Normal,Male,Health and beauty,36.32,7,266.95,03/07/2019,Cash,5.4,Normal,Petit acheteur
750454-77-5995,C,Marrakech,Member,Male,Electronic accessories,55.05,8,462.42,01/03/2019,Credit card,7.4,Normal,Acheteur moyen
750455-74-5519,B,Rabat,Normal,Female,Fashion accessories,24.13,6,152.02,03/22/2019,Cash,8.1,Normal,Petit acheteur
750456-21-7262,A,Casablanca,Normal,Female,Health and beauty,94.96,88,8774.3,02/20/2019,Cash,5.4,Anomalie,Gros acheteur
750457-26-4387,C,Marrakech,Member,Female,Electronic accessories,61.56,7,452.47,02/12/2019,Credit card,9.8,Normal,Acheteur moyen
750458-82-3589,C,Marrakech,Member,Male,Electronic accessories,37.81,9,357.3,01/19/2019,Cash,9.5,Normal,Petit acheteur
750459-66-5485,B,Rabat,Member,Male,Electronic accessories,38.58,3,121.53,02/22/2019,Cash,8.4,Normal,Petit acheteur
750460-86-4804,A,Casablanca,Member,Male,Electronic accessories,26.63,10,279.62,03/14/2019,Credit card,7.7,Normal,Petit acheteur
750461-33-7348,A,Casablanca,Member,Female,Health and beauty,71.93,8,604.21,03/02/2019,Credit card,4.8,Normal,Acheteur moyen
750462-95-4323,B,Rabat,Normal,Male,Electronic accessories,27.39,1,28.76,02/04/2019,Ewallet,6.5,Normal,Petit acheteur
750463-15-7232,A,Casablanca,Member,Male,Sports and travel,88.03,8,739.45,02/01/2019,Cash,8.1,Normal,Acheteur moyen
750464-23-8399,C,Marrakech,Normal,Female,Food and beverages,94.51,10,992.36,03/24/2019,Credit card,7.6,Anomalie,Acheteur moyen
750465-47-8201,B,Rabat,Member,Male,Food and beverages,58.4,1,61.32,03/22/2019,Credit card,7.3,Normal,Petit acheteur
750466-28-8595,B,Rabat,Normal,Female,Sports and travel,24.98,5,131.15,03/30/2019,Ewallet,7.7,Normal,Petit acheteur
750467-62-6299,C,Marrakech,Normal,Male,Fashion accessories,55.05,3,173.41,03/11/2019,Credit card,8.7,Normal,Petit acheteur
750468-93-3686,B,Rabat,Member,Male,Sports and travel,63.12,4,265.1,02/02/2019,Ewallet,9.3,Normal,Petit acheteur
750469-30-7204,C,Marrakech,Member,Male,Health and beauty,73.55,6,463.36,02/19/2019,Credit card,4.5,Normal,Acheteur moyen
750470-16-7874,C,Marrakech,Normal,Male,Electronic accessories,92.09,10,966.95,01/21/2019,Ewallet,9.2,Anomalie,Acheteur moyen
750471-42-1200,B,Rabat,Normal,Female,Home and lifestyle,66.37,2,139.38,01/01/2019,Ewallet,9.4,Normal,Petit acheteur
750472-70-8434,B,Rabat,Normal,Female,Food and beverages,82.66,10,867.93,01/28/2019,Ewallet,9.3,Normal,Acheteur moyen
750473-36-1801,B,Rabat,Normal,Male,Food and beverages,64.0,4,268.8,03/21/2019,Cash,9.3,Normal,Petit acheteur
750474-52-2436,A,Casablanca,Member,Male,Fashion accessories,41.41,3,130.44,03/15/2019,Credit card,9.1,Normal,Petit acheteur
750475-81-3906,A,Casablanca,Member,Female,Electronic accessories,24.52,5,128.73,03/31/2019,Credit card,7.7,Normal,Petit acheteur
750476-80-2063,B,Rabat,Normal,Male,Health and beauty,79.16,6,498.71,01/09/2019,Cash,6.2,Normal,Acheteur moyen
750477-36-1953,B,Rabat,Normal,Male,Health and beauty,72.51,5,380.68,03/09/2019,Cash,6.0,Normal,Petit acheteur
750478-89-6797,A,Casablanca,Member,Female,Fashion accessories,71.97,5,377.84,02/03/2019,Cash,6.6,Normal,Petit acheteur
750479-13-8616,A,Casablanca,Normal,Female,Sports and travel,82.71,10,868.45,01/25/2019,Cash,5.4,Normal,Acheteur moyen
750480-11-4296,C,Marrakech,Member,Male,Food and beverages,99.9,7,734.27,03/13/2019,Cash,4.3,Anomalie,Acheteur moyen
750481-53-7488,C,Marrakech,Normal,Female,Health and beauty,37.7,9,356.26,01/15/2019,Ewallet,7.3,Normal,Petit acheteur
750482-27-8888,C,Marrakech,Member,Male,Electronic accessories,39.74,6,250.36,03/02/2019,Cash,9.5,Normal,Petit acheteur
750483-96-6169,A,Casablanca,Normal,Female,Sports and travel,80.55,7,592.04,03/08/2019,Ewallet,9.6,Normal,Acheteur moyen
750484-58-9753,C,Marrakech,Member,Male,Food and beverages,71.69,6,451.65,02/05/2019,Ewallet,4.4,Normal,Acheteur moyen
750485-21-9143,A,Casablanca,Normal,Male,Food and beverages,20.51,5,107.68,01/05/2019,Cash,8.2,Normal,Petit acheteur
750486-21-8270,A,Casablanca,Normal,Female,Home and lifestyle,29.45,5,154.61,01/05/2019,Cash,5.1,Normal,Petit acheteur
750487-51-3347,C,Marrakech,Member,Female,Food and beverages,23.87,6,150.38,03/09/2019,Credit card,9.5,Normal,Petit acheteur
750488-15-2426,A,Casablanca,Member,Male,Fashion accessories,13.29,7,97.68,01/15/2019,Credit card,8.3,Normal,Petit acheteur
750489-35-4154,B,Rabat,Normal,Male,Health and beauty,56.85,5,298.46,03/23/2019,Cash,4.1,Normal,Petit acheteur
750490-81-9422,B,Rabat,Normal,Female,Sports and travel,70.39,5,369.55,01/15/2019,Cash,4.9,Normal,Petit acheteur
750491-19-6101,A,Casablanca,Member,Female,Food and beverages,38.66,3,121.78,03/15/2019,Cash,9.7,Normal,Petit acheteur
750492-21-7987,C,Marrakech,Normal,Female,Health and beauty,21.71,8,182.36,01/14/2019,Ewallet,9.4,Normal,Petit acheteur
750493-69-3159,B,Rabat,Member,Female,Food and beverages,42.0,6,264.6,03/27/2019,Credit card,8.9,Normal,Petit acheteur
750494-56-7423,A,Casablanca,Normal,Male,Sports and travel,37.93,8,318.61,01/19/2019,Ewallet,6.8,Normal,Petit acheteur
750495-31-5624,A,Casablanca,Normal,Female,Sports and travel,53.87,2,113.13,03/03/2019,Cash,6.9,Normal,Petit acheteur
750496-69-7566,B,Rabat,Member,Male,Sports and travel,83.57,2,175.5,01/10/2019,Credit card,6.0,Normal,Petit acheteur
750497-98-8063,C,Marrakech,Normal,Male,Food and beverages,31.93,3,100.58,01/09/2019,Cash,9.8,Normal,Petit acheteur
750498-85-8584,B,Rabat,Normal,Male,Electronic accessories,69.63,2,146.22,03/15/2019,Credit card,8.4,Normal,Petit acheteur
750499-58-6364,B,Rabat,Member,Female,Electronic accessories,37.72,7,277.24,03/29/2019,Ewallet,4.4,Normal,Petit acheteur
750500-29-8421,B,Rabat,Member,Male,Electronic accessories,83.52,10,876.96,01/01/2019,Credit card,9.4,Normal,Acheteur moyen
750501-96-5989,C,Marrakech,Normal,Female,Food and beverages,62.01,4,260.44,02/08/2019,Cash,5.2,Normal,Petit acheteur
750502-80-1870,B,Rabat,Normal,Male,Food and beverages,10.73,9,101.4,02/07/2019,Ewallet,6.4,Normal,Petit acheteur
750503-58-7652,A,Casablanca,Normal,Male,Home and lifestyle,87.9,4,369.18,02/20/2019,Credit card,6.6,Normal,Petit acheteur
750504-46-3056,B,Rabat,Normal,Male,Fashion accessories,25.61,3,80.67,02/16/2019,Cash,5.1,Normal,Petit acheteur
750505-63-8471,A,Casablanca,Member,Male,Fashion accessories,11.41,8,95.84,01/11/2019,Ewallet,7.9,Normal,Petit acheteur
750506-64-1121,C,Marrakech,Normal,Male,Sports and travel,55.84,9,527.69,02/15/2019,Cash,8.9,Normal,Acheteur moyen
750507-82-8917,C,Marrakech,Normal,Male,Fashion accessories,55.15,7,405.35,02/16/2019,Credit card,9.6,Normal,Petit acheteur
750508-76-2281,C,Marrakech,Normal,Male,Food and beverages,53.33,2,111.99,03/09/2019,Credit card,4.9,Normal,Petit acheteur
750509-16-6628,C,Marrakech,Member,Male,Sports and travel,66.75,2,140.18,03/16/2019,Credit card,8.1,Normal,Petit acheteur
750510-47-5738,C,Marrakech,Member,Female,Sports and travel,56.13,8,471.49,02/23/2019,Cash,7.4,Normal,Acheteur moyen
750511-16-5780,A,Casablanca,Member,Female,Fashion accessories,80.64,5,423.36,03/16/2019,Cash,4.4,Normal,Acheteur moyen
750512-45-5509,C,Marrakech,Member,Female,Sports and travel,17.43,9,164.71,02/02/2019,Cash,4.5,Normal,Petit acheteur
750513-32-5280,B,Rabat,Member,Male,Food and beverages,25.71,10,269.96,02/27/2019,Credit card,8.4,Normal,Petit acheteur
750514-29-9125,C,Marrakech,Member,Female,Electronic accessories,81.94,1,86.04,01/19/2019,Ewallet,6.1,Normal,Petit acheteur
750515-43-2900,B,Rabat,Normal,Male,Fashion accessories,49.61,3,156.27,02/14/2019,Credit card,5.3,Normal,Petit acheteur
750516-59-8775,A,Casablanca,Member,Female,Sports and travel,52.86,8,444.02,01/30/2019,Credit card,8.5,Normal,Acheteur moyen
750517-22-9704,B,Rabat,Member,Female,Health and beauty,35.99,8,302.32,03/09/2019,Cash,6.3,Normal,Petit acheteur
750518-84-7408,C,Marrakech,Normal,Female,Food and beverages,92.61,5,486.2,01/13/2019,Cash,6.0,Normal,Acheteur moyen
750519-18-1195,B,Rabat,Member,Male,Food and beverages,40.36,3,127.13,03/28/2019,Ewallet,5.9,Normal,Petit acheteur
750520-89-2506,B,Rabat,Member,Male,Fashion accessories,50.13,4,210.55,01/25/2019,Cash,8.4,Normal,Petit acheteur
750521-92-4027,A,Casablanca,Member,Male,Fashion accessories,96.19,2,202.0,02/18/2019,Ewallet,9.1,Normal,Petit acheteur
750522-51-5216,A,Casablanca,Member,Female,Home and lifestyle,52.02,2,109.24,02/24/2019,Cash,7.8,Normal,Petit acheteur
750523-18-9056,A,Casablanca,Member,Female,Health and beauty,44.45,6,280.04,02/03/2019,Cash,10.0,Normal,Petit acheteur
750524-23-8234,A,Casablanca,Normal,Male,Fashion accessories,54.28,3,170.98,01/28/2019,Cash,7.2,Normal,Petit acheteur
750525-93-1014,C,Marrakech,Normal,Male,Health and beauty,16.56,10,173.88,01/03/2019,Cash,8.4,Normal,Petit acheteur
750526-61-2148,A,Casablanca,Normal,Female,Electronic accessories,73.0,7,536.55,03/04/2019,Credit card,7.4,Normal,Acheteur moyen
750527-48-7563,C,Marrakech,Member,Male,Sports and travel,95.86,8,805.22,02/15/2019,Credit card,4.7,Normal,Acheteur moyen
750528-32-1644,A,Casablanca,Member,Female,Food and beverages,86.79,6,546.78,02/07/2019,Cash,4.5,Normal,Acheteur moyen
750529-90-8175,B,Rabat,Member,Female,Fashion accessories,45.11,2,94.73,03/04/2019,Cash,7.8,Normal,Petit acheteur
750530-49-9186,C,Marrakech,Member,Male,Health and beauty,27.38,10,287.49,01/09/2019,Cash,5.4,Normal,Petit acheteur
750531-93-9570,C,Marrakech,Normal,Male,Health and beauty,40.53,6,255.34,02/21/2019,Ewallet,8.7,Normal,Petit acheteur
750532-41-3138,B,Rabat,Member,Male,Health and beauty,13.32,3,41.96,03/02/2019,Ewallet,6.9,Normal,Petit acheteur
750533-23-2870,A,Casablanca,Member,Male,Home and lifestyle,83.86,2,176.11,03/17/2019,Ewallet,6.7,Normal,Petit acheteur
750534-51-4493,B,Rabat,Member,Male,Electronic accessories,48.35,7,355.37,03/15/2019,Credit card,5.9,Normal,Petit acheteur
750535-31-8187,A,Casablanca,Member,Female,Health and beauty,20.87,3,65.74,03/31/2019,Ewallet,8.5,Normal,Petit acheteur
750536-10-1118,A,Casablanca,Member,Male,Health and beauty,81.19,10,852.5,01/03/2019,Ewallet,6.3,Normal,Acheteur moyen
750537-76-8379,A,Casablanca,Member,Female,Sports and travel,72.41,8,608.24,01/19/2019,Ewallet,8.2,Normal,Acheteur moyen
750538-48-6699,B,Rabat,Member,Male,Food and beverages,72.24,10,758.52,03/20/2019,Cash,5.1,Normal,Acheteur moyen
750539-38-8605,B,Rabat,Member,Male,Electronic accessories,20.57,9,194.39,02/16/2019,Credit card,9.9,Normal,Petit acheteur
750540-95-1706,C,Marrakech,Member,Female,Health and beauty,27.43,3,86.4,03/05/2019,Cash,8.1,Normal,Petit acheteur
750541-16-9804,A,Casablanca,Normal,Female,Electronic accessories,49.12,6,309.46,01/06/2019,Cash,7.7,Normal,Petit acheteur
750542-51-7865,A,Casablanca,Member,Male,Sports and travel,56.34,2,118.31,02/26/2019,Credit card,9.4,Normal,Petit acheteur
750543-38-2204,A,Casablanca,Normal,Male,Health and beauty,39.35,2,82.64,01/26/2019,Cash,5.4,Normal,Petit acheteur
750544-34-6875,B,Rabat,Normal,Male,Sports and travel,23.04,10,241.92,02/17/2019,Cash,6.7,Normal,Petit acheteur
750545-63-3804,B,Rabat,Member,Female,Electronic accessories,12.89,10,135.34,01/15/2019,Ewallet,4.4,Normal,Petit acheteur
750546-62-9548,B,Rabat,Member,Female,Food and beverages,24.11,10,253.16,03/12/2019,Credit card,9.4,Normal,Petit acheteur
750547-84-4643,B,Rabat,Member,Female,Sports and travel,35.12,7,258.13,02/01/2019,Ewallet,8.4,Normal,Petit acheteur
750548-77-7460,C,Marrakech,Member,Male,Sports and travel,98.21,1,103.12,03/06/2019,Credit card,9.9,Anomalie,Petit acheteur
750549-55-5846,B,Rabat,Member,Female,Sports and travel,31.64,9,299.0,02/22/2019,Credit card,8.5,Normal,Petit acheteur
750550-69-3271,A,Casablanca,Member,Male,Sports and travel,70.21,3,221.16,03/16/2019,Credit card,8.2,Normal,Petit acheteur
750551-14-5859,C,Marrakech,Normal,Male,Home and lifestyle,66.41,1,69.73,02/19/2019,Ewallet,9.2,Normal,Petit acheteur
750552-16-2818,B,Rabat,Normal,Male,Fashion accessories,17.29,6,108.93,03/07/2019,Ewallet,8.4,Normal,Petit acheteur
750553-36-3267,B,Rabat,Normal,Female,Food and beverages,13.68,6,86.18,01/09/2019,Credit card,5.1,Normal,Petit acheteur
750554-55-5380,B,Rabat,Member,Male,Fashion accessories,53.06,10,557.13,01/27/2019,Credit card,9.2,Normal,Acheteur moyen
750555-78-9730,C,Marrakech,Normal,Female,Health and beauty,15.7,6,98.91,03/09/2019,Credit card,6.7,Normal,Petit acheteur
750556-32-5724,B,Rabat,Normal,Female,Fashion accessories,95.07,2,199.65,01/12/2019,Cash,5.1,Normal,Petit acheteur
750557-47-7824,A,Casablanca,Member,Male,Home and lifestyle,20.08,3,63.25,03/08/2019,Ewallet,7.0,Normal,Petit acheteur
750558-76-6503,C,Marrakech,Member,Female,Home and lifestyle,47.81,1,50.2,01/03/2019,Ewallet,5.7,Normal,Petit acheteur
750559-26-6021,B,Rabat,Normal,Female,Sports and travel,63.4,9,599.13,02/28/2019,Cash,9.1,Normal,Acheteur moyen
750560-68-3725,A,Casablanca,Normal,Male,Sports and travel,43.47,5,228.22,01/19/2019,Ewallet,8.6,Normal,Petit acheteur
750561-26-8223,C,Marrakech,Member,Female,Electronic accessories,97.58,3,307.38,01/06/2019,Ewallet,5.0,Normal,Petit acheteur
750562-79-3663,B,Rabat,Normal,Male,Electronic accessories,60.62,1,63.65,01/19/2019,Cash,8.0,Normal,Petit acheteur
750563-79-9313,C,Marrakech,Normal,Male,Health and beauty,46.41,8,389.84,02/10/2019,Cash,8.6,Normal,Petit acheteur
750564-24-8847,B,Rabat,Normal,Female,Home and lifestyle,97.25,10,1021.12,02/26/2019,Credit card,8.0,Anomalie,Acheteur moyen
750565-17-4197,A,Casablanca,Member,Male,Home and lifestyle,12.23,10,128.42,02/15/2019,Cash,9.0,Anomalie,Petit acheteur
750566-60-4185,C,Marrakech,Member,Female,Electronic accessories,12.03,9,113.68,03/27/2019,Credit card,9.1,Normal,Petit acheteur
750567-11-5663,B,Rabat,Normal,Male,Fashion accessories,42.49,3,133.84,02/17/2019,Cash,8.3,Normal,Petit acheteur
750568-30-7944,B,Rabat,Normal,Female,Sports and travel,88.68,2,186.23,02/23/2019,Cash,5.3,Normal,Petit acheteur
750569-85-7156,C,Marrakech,Normal,Male,Food and beverages,63.81,3,201.0,03/09/2019,Cash,5.2,Normal,Petit acheteur
750570-33-7254,A,Casablanca,Member,Female,Fashion accessories,92.29,7,678.33,03/14/2019,Cash,5.0,Normal,Acheteur moyen
750571-10-3523,B,Rabat,Normal,Male,Home and lifestyle,85.1,5,446.77,03/01/2019,Credit card,7.0,Normal,Acheteur moyen
750572-13-2955,B,Rabat,Normal,Female,Health and beauty,68.84,5,361.41,03/30/2019,Cash,6.5,Normal,Petit acheteur
750573-70-2959,B,Rabat,Normal,Male,Food and beverages,77.09,10,809.45,02/03/2019,Cash,6.9,Normal,Acheteur moyen
750574-16-5467,B,Rabat,Member,Female,Electronic accessories,62.34,3,196.37,01/18/2019,Credit card,5.9,Normal,Petit acheteur
750575-90-4002,B,Rabat,Normal,Female,Health and beauty,36.08,9,340.96,03/07/2019,Ewallet,7.8,Normal,Petit acheteur
750576-78-6761,A,Casablanca,Member,Female,Home and lifestyle,84.41,5,443.15,03/30/2019,Credit card,5.6,Normal,Acheteur moyen
750577-74-4622,A,Casablanca,Member,Male,Food and beverages,35.32,8,296.69,01/14/2019,Ewallet,6.5,Normal,Petit acheteur
750578-98-6940,A,Casablanca,Member,Female,Sports and travel,92.43,2,194.1,03/03/2019,Ewallet,8.9,Normal,Petit acheteur
750579-98-3332,A,Casablanca,Normal,Female,Electronic accessories,73.88,1,77.57,01/29/2019,Ewallet,8.5,Normal,Petit acheteur
750580-71-8065,C,Marrakech,Member,Female,Electronic accessories,28.88,2,60.65,01/10/2019,Ewallet,6.5,Normal,Petit acheteur
750581-18-5942,A,Casablanca,Member,Male,Health and beauty,81.37,9,768.95,01/16/2019,Cash,7.6,Normal,Acheteur moyen
750582-13-2487,C,Marrakech,Member,Male,Health and beauty,92.8,4,389.76,01/24/2019,Ewallet,7.5,Normal,Petit acheteur
750583-18-2623,A,Casablanca,Normal,Female,Home and lifestyle,24.45,9,231.05,01/31/2019,Credit card,8.7,Normal,Petit acheteur
750584-37-9260,C,Marrakech,Member,Male,Fashion accessories,27.24,5,143.01,01/01/2019,Credit card,5.0,Normal,Petit acheteur
750585-64-4510,C,Marrakech,Normal,Female,Fashion accessories,63.04,8,529.54,01/24/2019,Ewallet,8.0,Normal,Acheteur moyen
750586-56-5723,C,Marrakech,Member,Female,Health and beauty,78.52,6,494.68,03/08/2019,Ewallet,4.7,Normal,Acheteur moyen
750587-66-4700,C,Marrakech,Member,Male,Home and lifestyle,54.43,7,400.06,02/09/2019,Credit card,5.7,Normal,Petit acheteur
750588-11-9055,C,Marrakech,Normal,Female,Sports and travel,26.99,2,56.68,03/28/2019,Cash,9.4,Normal,Petit acheteur
750589-31-2060,C,Marrakech,Member,Female,Sports and travel,57.03,2,119.76,02/21/2019,Cash,4.7,Normal,Petit acheteur
750590-84-5472,B,Rabat,Member,Female,Electronic accessories,63.54,7,467.02,03/05/2019,Cash,4.7,Normal,Acheteur moyen
750591-68-2770,C,Marrakech,Normal,Female,Sports and travel,69.99,7,514.43,02/05/2019,Credit card,9.9,Normal,Acheteur moyen
750592-96-1438,A,Casablanca,Normal,Female,Sports and travel,30.77,3,96.93,01/07/2019,Credit card,4.2,Normal,Petit acheteur
750593-73-8635,A,Casablanca,Normal,Female,Electronic accessories,37.24,10,391.02,03/26/2019,Ewallet,4.6,Normal,Petit acheteur
750594-14-8051,A,Casablanca,Normal,Female,Sports and travel,55.43,9,523.81,03/11/2019,Credit card,6.1,Normal,Acheteur moyen
750595-48-3689,A,Casablanca,Normal,Female,Home and lifestyle,86.75,8,728.7,01/23/2019,Ewallet,6.8,Normal,Acheteur moyen
750596-80-9837,B,Rabat,Normal,Male,Home and lifestyle,74.41,8,625.04,03/28/2019,Credit card,8.6,Normal,Acheteur moyen
750597-88-6779,C,Marrakech,Normal,Female,Food and beverages,86.88,9,821.02,03/05/2019,Cash,4.3,Normal,Acheteur moyen
750598-90-6591,B,Rabat,Normal,Male,Health and beauty,63.14,3,198.89,03/16/2019,Cash,9.0,Normal,Petit acheteur
750599-92-6113,B,Rabat,Member,Female,Home and lifestyle,99.27,7,729.63,02/01/2019,Credit card,6.1,Normal,Acheteur moyen
750600-64-9433,C,Marrakech,Member,Male,Home and lifestyle,20.3,3,63.95,01/05/2019,Cash,4.1,Normal,Petit acheteur
750601-83-2601,B,Rabat,Normal,Male,Fashion accessories,52.27,1,54.88,03/15/2019,Cash,9.9,Normal,Petit acheteur
750602-73-2234,B,Rabat,Member,Male,Home and lifestyle,54.7,6,344.61,02/16/2019,Cash,5.0,Normal,Petit acheteur
750603-84-2552,C,Marrakech,Member,Female,Home and lifestyle,14.28,10,149.94,03/21/2019,Ewallet,6.4,Normal,Petit acheteur
750604-48-9268,C,Marrakech,Normal,Female,Health and beauty,60.97,9,576.17,02/14/2019,Ewallet,6.9,Normal,Acheteur moyen
750605-12-9457,B,Rabat,Normal,Female,Electronic accessories,47.28,5,248.22,03/27/2019,Cash,7.7,Normal,Petit acheteur
750606-65-1981,A,Casablanca,Normal,Male,Fashion accessories,96.58,8,811.27,03/10/2019,Credit card,5.6,Normal,Acheteur moyen
750607-18-4335,C,Marrakech,Member,Female,Sports and travel,23.3,3,73.4,02/25/2019,Cash,8.5,Normal,Petit acheteur
750608-13-5023,B,Rabat,Normal,Female,Fashion accessories,24.45,10,256.73,01/15/2019,Ewallet,5.4,Normal,Petit acheteur
750609-27-1477,B,Rabat,Normal,Female,Food and beverages,99.21,7,729.19,01/26/2019,Ewallet,7.9,Normal,Acheteur moyen
750610-48-2041,B,Rabat,Normal,Male,Fashion accessories,86.72,8,728.45,01/11/2019,Ewallet,8.7,Normal,Acheteur moyen
