Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
750353-75-8300,B,Rabat,Member,Female,Home and lifestyle,58.62,5,14.655,307.75,02/17/2019,18:51,Credit card,293.1,4.761904762,14.655,4.1
750354-10-2072,B,Rabat,Member,Female,Fashion accessories,27.32,9,12.294,258.17,01/22/2019,18:34,Ewallet,245.88,4.761904762,12.294,4.5
750355-68-6434,A,Casablanca,Member,Female,Health and beauty,28.5,7,9.975,209.47,03/29/2019,12:01,Ewallet,199.5,4.761904762,9.975,7.9
750356-59-8391,A,Casablanca,Member,Male,Health and beauty,26.02,5,6.505,136.6,01/30/2019,14:26,Credit card,130.1,4.761904762,6.505,7.3
750357-84-1745,C,Marrakech,Normal,Female,Home and lifestyle,11.52,2,1.152,24.19,03/21/2019,11:48,Credit card,23.04,4.761904762,1.152,7.2
750358-94-1504,C,Marrakech,Member,Female,Food and beverages,19.55,5,4.8875,102.64,02/26/2019,16:25,Cash,97.75,4.761904762,4.8875,7.6
750359-92-7113,B,Rabat,Member,Male,Electronic accessories,77.2,9,34.74,729.54,01/19/2019,14:43,Credit card,694.8,4.761904762,34.74,5.8
750360-54-4469,A,Casablanca,Member,Male,Health and beauty,10.45,10,5.225,109.72,01/11/2019,14:13,Credit card,104.5,4.761904762,5.225,6.4
750361-16-9992,B,Rabat,Member,Male,Electronic accessories,29.87,5,7.4675,156.82,03/27/2019,19:54,Ewallet,149.35,4.761904762,7.4675,5.2
750362-26-4842,B,Rabat,Member,Female,Fashion accessories,16.06,2,1.606,33.73,03/04/2019,15:22,Credit card,32.12,4.761904762,1.606,5.2
750363-82-6971,A,Casablanca,Normal,Male,Electronic accessories,38.6,8,15.44,324.24,02/09/2019,19:09,Credit card,308.8,4.761904762,15.44,6.0
750364-56-3200,B,Rabat,Normal,Male,Health and beauty,38.19,4,7.638,160.4,02/25/2019,14:53,Credit card,152.76,4.761904762,7.638,8.3
750365-20-5597,C,Marrakech,Normal,Female,Sports and travel,50.08,5,12.52,262.92,01/23/2019,20:38,Ewallet,250.4,4.761904762,12.52,6.9
750366-84-7637,A,Casablanca,Member,Female,Fashion accessories,89.76,2,8.976,188.5,03/06/2019,20:01,Ewallet,179.52,4.761904762,8.976,8.4
750367-85-5767,C,Marrakech,Member,Male,Food and beverages,33.45,9,15.0525,316.1,02/16/2019,16:14,Ewallet,301.05,4.761904762,15.0525,6.8
750368-75-3299,A,Casablanca,Normal,Male,Sports and travel,42.74,1,2.137,44.88,03/29/2019,12:48,Credit card,42.74,4.761904762,2.137,8.0
750369-72-4796,B,Rabat,Member,Male,Food and beverages,95.37,3,14.3055,300.42,02/15/2019,10:14,Cash,286.11,4.761904762,14.3055,8.4
750370-68-1760,A,Casablanca,Normal,Female,Electronic accessories,13.85,4,2.77,58.17,02/19/2019,17:58,Cash,55.4,4.761904762,2.77,7.1
750371-32-7171,A,Casablanca,Normal,Male,Fashion accessories,97.15,5,24.2875,510.04,03/16/2019,18:36,Cash,485.75,4.761904762,24.2875,9.0
750372-55-6653,C,Marrakech,Normal,Female,Food and beverages,68.79,2,6.879,144.46,01/29/2019,18:25,Cash,137.58,4.761904762,6.879,7.1
750373-37-3461,B,Rabat,Normal,Male,Food and beverages,89.37,8,35.748,750.71,03/07/2019,20:17,Ewallet,714.96,4.761904762,35.748,5.0
750374-96-8844,A,Casablanca,Member,Female,Food and beverages,74.55,2,7.455,156.56,02/12/2019,11:30,Cash,149.1,4.761904762,7.455,8.0
750375-27-9399,B,Rabat,Member,Male,Fashion accessories,84.99,1,4.2495,89.24,03/15/2019,19:10,Ewallet,84.99,4.761904762,4.2495,5.5
750376-12-5644,A,Casablanca,Member,Male,Electronic accessories,33.24,3,4.986,104.71,03/18/2019,19:40,Cash,99.72,4.761904762,4.986,7.1
750377-84-3979,A,Casablanca,Member,Female,Food and beverages,99.34,8,39.736,834.46,03/18/2019,12:50,Cash,794.72,4.761904762,39.736,5.0
750378-26-2778,C,Marrakech,Normal,Male,Fashion accessories,71.7,8,28.68,602.28,01/30/2019,16:24,Ewallet,573.6,4.761904762,28.68,7.6
750379-78-9246,A,Casablanca,Member,Female,Electronic accessories,64.49,3,9.6735,203.14,03/18/2019,10:56,Credit card,193.47,4.761904762,9.6735,6.9
750380-76-7892,A,Casablanca,Member,Female,Fashion accessories,21.73,10,10.865,228.17,03/28/2019,20:27,Ewallet,217.3,4.761904762,10.865,7.2
750381-99-2600,B,Rabat,Member,Female,Electronic accessories,94.45,8,37.78,793.38,02/14/2019,19:51,Cash,755.6,4.761904762,37.78,8.7
750382-10-1116,B,Rabat,Member,Female,Sports and travel,78.92,2,7.892,165.73,02/22/2019,14:12,Credit card,157.84,4.761904762,7.892,5.7
750383-84-5155,C,Marrakech,Member,Male,Sports and travel,68.9,6,20.67,434.07,01/20/2019,16:41,Ewallet,413.4,4.761904762,20.67,6.5
750384-32-7065,B,Rabat,Normal,Female,Food and beverages,34.8,7,12.18,255.78,03/12/2019,18:30,Cash,243.6,4.761904762,12.18,8.5
750385-99-3650,C,Marrakech,Normal,Female,Home and lifestyle,61.98,7,21.693,455.55,01/16/2019,13:28,Credit card,433.86,4.761904762,21.693,8.4
750386-91-1086,A,Casablanca,Member,Female,Home and lifestyle,82.07,10,41.035,861.73,01/07/2019,12:24,Credit card,820.7,4.761904762,41.035,8.2
750387-59-7564,A,Casablanca,Member,Female,Food and beverages,49.18,2,4.918,103.28,01/11/2019,19:02,Cash,98.36,4.761904762,4.918,5.6
750388-14-9364,C,Marrakech,Normal,Male,Electronic accessories,67.62,8,27.048,568.01,03/08/2019,14:12,Credit card,540.96,4.761904762,27.048,4.1
750389-61-6785,C,Marrakech,Member,Male,Fashion accessories,13.25,4,2.65,55.65,01/12/2019,14:49,Ewallet,53.0,4.761904762,2.65,7.9
750390-81-6703,C,Marrakech,Normal,Female,Food and beverages,28.03,1,1.4015,29.43,01/12/2019,18:18,Ewallet,28.03,4.761904762,1.4015,8.4
750391-62-9294,B,Rabat,Normal,Male,Food and beverages,96.67,8,38.668,812.03,01/01/2019,14:11,Credit card,773.36,4.761904762,38.668,9.6
750392-66-7178,A,Casablanca,Member,Female,Home and lifestyle,95.22,9,42.849,899.83,03/15/2019,14:44,Credit card,856.98,4.761904762,42.849,9.7
750393-43-2106,C,Marrakech,Normal,Male,Home and lifestyle,96.5,8,38.6,810.6,01/04/2019,17:07,Credit card,772.0,4.761904762,38.6,8.1
750394-46-2523,B,Rabat,Member,Male,Home and lifestyle,47.11,6,14.133,296.79,03/31/2019,14:15,Ewallet,282.66,4.761904762,14.133,7.1
750395-97-4115,B,Rabat,Normal,Male,Food and beverages,93.82,8,37.528,788.09,03/15/2019,14:11,Ewallet,750.56,4.761904762,37.528,5.9
750396-29-2747,B,Rabat,Member,Male,Fashion accessories,31.78,5,7.945,166.84,02/01/2019,19:22,Ewallet,158.9,4.761904762,7.945,5.2
750397-73-5501,A,Casablanca,Member,Female,Food and beverages,10.6,9,4.77,100.17,02/17/2019,19:20,Cash,95.4,4.761904762,4.77,9.7
750398-14-9232,B,Rabat,Member,Female,Sports and travel,29.99,10,14.995,314.89,02/24/2019,17:34,Credit card,299.9,4.761904762,14.995,4.8
750399-36-7216,B,Rabat,Normal,Male,Sports and travel,97.88,9,44.046,924.97,01/02/2019,10:43,Credit card,880.92,4.761904762,44.046,6.8
750400-88-6621,C,Marrakech,Member,Female,Home and lifestyle,65.14,5,16.285,341.99,01/31/2019,14:30,Cash,325.7,4.761904762,16.285,5.1
750401-83-3148,B,Rabat,Member,Female,Sports and travel,28.95,6,8.685,182.38,02/05/2019,17:11,Cash,173.7,4.761904762,8.685,6.2
750402-29-8749,C,Marrakech,Member,Male,Fashion accessories,34.29,4,6.858,144.02,01/26/2019,12:51,Cash,137.16,4.761904762,6.858,7.3
750403-81-1781,A,Casablanca,Member,Female,Sports and travel,22.1,9,9.945,208.84,03/04/2019,14:16,Cash,198.9,4.761904762,9.945,7.2
750404-52-5256,B,Rabat,Member,Male,Health and beauty,29.39,5,7.3475,154.3,01/13/2019,17:47,Credit card,146.95,4.761904762,7.3475,6.9
750405-83-9821,B,Rabat,Normal,Female,Home and lifestyle,11.78,2,1.178,24.74,03/19/2019,13:36,Credit card,23.56,4.761904762,1.178,6.1
750406-46-8598,A,Casablanca,Normal,Female,Home and lifestyle,70.58,8,28.232,592.87,01/11/2019,16:39,Cash,564.64,4.761904762,28.232,8.6
750407-19-2296,C,Marrakech,Member,Male,Fashion accessories,82.69,6,24.807,520.95,03/15/2019,16:54,Credit card,496.14,4.761904762,24.807,6.5
750408-66-6950,A,Casablanca,Normal,Male,Home and lifestyle,38.52,5,9.63,202.23,03/24/2019,16:17,Credit card,192.6,4.761904762,9.63,8.3
750409-99-2311,C,Marrakech,Normal,Female,Electronic accessories,26.55,1,1.3275,27.88,03/26/2019,14:47,Ewallet,26.55,4.761904762,1.3275,4.8
750410-20-2702,A,Casablanca,Member,Female,Health and beauty,18.6,8,7.44,156.24,02/20/2019,18:48,Ewallet,148.8,4.761904762,7.44,7.3
750411-26-3150,B,Rabat,Member,Male,Fashion accessories,93.83,7,32.8405,689.65,02/06/2019,17:40,Ewallet,656.81,4.761904762,32.8405,5.9
750412-66-3213,C,Marrakech,Member,Male,Health and beauty,69.71,6,20.913,439.17,03/11/2019,14:35,Cash,418.26,4.761904762,20.913,9.2
750413-54-8891,C,Marrakech,Member,Female,Fashion accessories,77.39,10,38.695,812.6,03/23/2019,18:19,Credit card,773.9,4.761904762,38.695,6.6
750414-27-6634,C,Marrakech,Member,Male,Sports and travel,37.71,7,13.1985,277.17,01/02/2019,10:33,Cash,263.97,4.761904762,13.1985,5.6
750415-10-9981,B,Rabat,Normal,Male,Fashion accessories,92.98,8,37.192,781.03,02/07/2019,19:14,Cash,743.84,4.761904762,37.192,5.8
750416-58-4614,B,Rabat,Member,Female,Food and beverages,49.34,4,9.868,207.23,03/24/2019,16:53,Credit card,197.36,4.761904762,9.868,5.0
750417-78-5404,B,Rabat,Member,Female,Fashion accessories,31.56,10,15.78,331.38,02/04/2019,14:41,Credit card,315.6,4.761904762,15.78,8.8
750418-89-9060,B,Rabat,Member,Male,Electronic accessories,22.29,2,2.229,46.81,02/27/2019,14:44,Credit card,44.58,4.761904762,2.229,7.8
750419-66-1134,A,Casablanca,Normal,Male,Electronic accessories,14.47,9,6.5115,136.74,02/06/2019,14:08,Ewallet,130.23,4.761904762,6.5115,4.1
750420-14-6410,A,Casablanca,Member,Male,Health and beauty,54.42,6,16.326,342.85,02/17/2019,17:44,Cash,326.52,4.761904762,16.326,6.5
750421-58-1206,A,Casablanca,Member,Male,Home and lifestyle,79.8,2,7.98,167.58,01/25/2019,14:52,Ewallet,159.6,4.761904762,7.98,7.3
750422-36-8746,A,Casablanca,Member,Female,Sports and travel,32.24,1,1.612,33.85,01/13/2019,18:42,Credit card,32.24,4.761904762,1.612,5.2
750423-71-5895,B,Rabat,Normal,Female,Electronic accessories,66.62,1,3.331,69.95,03/08/2019,11:16,Credit card,66.62,4.761904762,3.331,8.5
750424-45-2960,A,Casablanca,Normal,Male,Fashion accessories,29.6,2,2.96,62.16,02/11/2019,10:10,Cash,59.2,4.761904762,2.96,5.4
750425-30-9190,B,Rabat,Member,Male,Health and beauty,62.29,8,24.916,523.24,02/17/2019,11:15,Ewallet,498.32,4.761904762,24.916,8.1
750426-50-6690,A,Casablanca,Normal,Male,Health and beauty,41.99,3,6.2985,132.27,01/17/2019,17:14,Ewallet,125.97,4.761904762,6.2985,8.2
750427-47-9892,B,Rabat,Member,Male,Fashion accessories,44.0,3,6.6,138.6,03/04/2019,17:35,Ewallet,132.0,4.761904762,6.6,5.5
750428-80-3627,C,Marrakech,Normal,Male,Food and beverages,26.79,6,8.037,168.78,02/05/2019,19:58,Cash,160.74,4.761904762,8.037,5.9
750429-33-1306,A,Casablanca,Member,Female,Home and lifestyle,83.74,9,37.683,791.34,03/23/2019,18:24,Ewallet,753.66,4.761904762,37.683,6.2
750430-80-3525,C,Marrakech,Normal,Male,Home and lifestyle,74.88,9,33.696,707.62,03/09/2019,20:31,Ewallet,673.92,4.761904762,33.696,8.9
750431-26-3926,C,Marrakech,Normal,Female,Sports and travel,67.67,2,6.767,142.11,01/09/2019,10:53,Credit card,135.34,4.761904762,6.767,4.6
750432-89-5193,A,Casablanca,Member,Male,Sports and travel,27.24,1,1.362,28.6,03/26/2019,17:33,Cash,27.24,4.761904762,1.362,7.4
750433-20-8668,A,Casablanca,Normal,Male,Food and beverages,74.6,1,3.73,78.33,03/25/2019,17:59,Ewallet,74.6,4.761904762,3.73,9.6
750434-77-1666,C,Marrakech,Member,Female,Food and beverages,76.91,7,26.9185,565.29,01/08/2019,19:17,Credit card,538.37,4.761904762,26.9185,8.9
750435-34-4164,C,Marrakech,Member,Female,Health and beauty,95.0,9,42.75,897.75,01/30/2019,18:24,Credit card,855.0,4.761904762,42.75,4.6
750436-68-7997,C,Marrakech,Member,Male,Food and beverages,77.42,7,27.097,569.04,03/15/2019,15:43,Credit card,541.94,4.761904762,27.097,8.5
750437-55-6163,A,Casablanca,Member,Male,Food and beverages,46.14,6,13.842,290.68,03/18/2019,17:59,Credit card,276.84,4.761904762,13.842,7.9
750438-79-4504,C,Marrakech,Normal,Female,Sports and travel,78.77,7,27.5695,578.96,03/19/2019,13:36,Cash,551.39,4.761904762,27.5695,9.0
750439-76-3213,B,Rabat,Normal,Female,Sports and travel,50.27,7,17.5945,369.48,02/06/2019,19:01,Ewallet,351.89,4.761904762,17.5945,4.0
750440-81-3534,B,Rabat,Member,Female,Electronic accessories,29.33,6,8.799,184.78,02/05/2019,18:32,Credit card,175.98,4.761904762,8.799,4.1
750441-48-2505,A,Casablanca,Member,Female,Home and lifestyle,24.05,5,6.0125,126.26,02/01/2019,13:16,Credit card,120.25,4.761904762,6.0125,6.2
750442-22-5921,C,Marrakech,Normal,Male,Fashion accessories,16.95,6,5.085,106.78,03/04/2019,19:52,Ewallet,101.7,4.761904762,5.085,8.8
750443-39-1187,A,Casablanca,Normal,Male,Health and beauty,92.96,6,27.888,585.65,02/23/2019,11:55,Cash,557.76,4.761904762,27.888,6.1
750444-38-3509,C,Marrakech,Normal,Male,Home and lifestyle,57.19,6,17.157,360.3,02/11/2019,18:44,Ewallet,343.14,4.761904762,17.157,7.2
750445-53-2352,A,Casablanca,Normal,Female,Food and beverages,61.77,2,6.177,129.72,02/20/2019,12:08,Cash,123.54,4.761904762,6.177,5.3
750446-81-4245,B,Rabat,Member,Female,Home and lifestyle,17.66,9,7.947,166.89,01/17/2019,12:30,Credit card,158.94,4.761904762,7.947,6.6
750447-97-2467,B,Rabat,Normal,Male,Food and beverages,65.43,9,29.4435,618.31,02/04/2019,16:20,Ewallet,588.87,4.761904762,29.4435,5.5
750448-54-8245,A,Casablanca,Normal,Female,Home and lifestyle,41.34,6,12.402,260.44,01/04/2019,14:10,Credit card,248.04,4.761904762,12.402,6.1
750449-16-4982,C,Marrakech,Member,Female,Health and beauty,93.17,4,18.634,391.31,01/20/2019,11:07,Cash,372.68,4.761904762,18.634,5.2
750450-78-4471,C,Marrakech,Member,Female,Health and beauty,40.89,2,4.089,85.87,01/03/2019,15:13,Cash,81.78,4.761904762,4.089,5.8
750451-94-9631,A,Casablanca,Normal,Female,Food and beverages,75.69,3,11.3535,238.42,01/03/2019,16:37,Credit card,227.07,4.761904762,11.3535,8.2
750452-59-5445,A,Casablanca,Normal,Male,Health and beauty,35.56,10,17.78,373.38,03/25/2019,10:04,Cash,355.6,4.761904762,17.78,5.6
750453-50-8940,C,Marrakech,Normal,Male,Health and beauty,36.32,7,12.712,266.95,03/07/2019,11:57,Cash,254.24,4.761904762,12.712,5.4
750454-77-5995,C,Marrakech,Member,Male,Electronic accessories,55.05,8,22.02,462.42,01/03/2019,10:15,Credit card,440.4,4.761904762,22.02,7.4
750455-74-5519,B,Rabat,Normal,Female,Fashion accessories,24.13,6,7.239,152.02,03/22/2019,14:15,Cash,144.78,4.761904762,7.239,8.1
750456-21-7262,A,Casablanca,Normal,Female,Health and beauty,94.96,88,417.824,8774.3,02/20/2019,20:08,Cash,8356.48,4.761904762,417.824,5.4
750457-26-4387,C,Marrakech,Member,Female,Electronic accessories,61.56,7,21.546,452.47,02/12/2019,17:34,Credit card,430.92,4.761904762,21.546,9.8
750458-82-3589,C,Marrakech,Member,Male,Electronic accessories,37.81,9,17.0145,357.3,01/19/2019,20:59,Cash,340.29,4.761904762,17.0145,9.5
750459-66-5485,B,Rabat,Member,Male,Electronic accessories,38.58,3,5.787,121.53,02/22/2019,16:19,Cash,115.74,4.761904762,5.787,8.4
750460-86-4804,A,Casablanca,Member,Male,Electronic accessories,26.63,10,13.315,279.62,03/14/2019,19:14,Credit card,266.3,4.761904762,13.315,7.7
750461-33-7348,A,Casablanca,Member,Female,Health and beauty,71.93,8,28.772,604.21,03/02/2019,20:23,Credit card,575.44,4.761904762,28.772,4.8
750462-95-4323,B,Rabat,Normal,Male,Electronic accessories,27.39,1,1.3695,28.76,02/04/2019,16:14,Ewallet,27.39,4.761904762,1.3695,6.5
750463-15-7232,A,Casablanca,Member,Male,Sports and travel,88.03,8,35.212,739.45,02/01/2019,16:25,Cash,704.24,4.761904762,35.212,8.1
750464-23-8399,C,Marrakech,Normal,Female,Food and beverages,94.51,10,47.255,992.36,03/24/2019,10:33,Credit card,945.1,4.761904762,47.255,7.6
750465-47-8201,B,Rabat,Member,Male,Food and beverages,58.4,1,2.92,61.32,03/22/2019,10:12,Credit card,58.4,4.761904762,2.92,7.3
750466-28-8595,B,Rabat,Normal,Female,Sports and travel,24.98,5,6.245,131.15,03/30/2019,18:57,Ewallet,124.9,4.761904762,6.245,7.7
750467-62-6299,C,Marrakech,Normal,Male,Fashion accessories,55.05,3,8.2575,173.41,03/11/2019,12:25,Credit card,165.15,4.761904762,8.2575,8.7
750468-93-3686,B,Rabat,Member,Male,Sports and travel,63.12,4,12.624,265.1,02/02/2019,15:44,Ewallet,252.48,4.761904762,12.624,9.3
750469-30-7204,C,Marrakech,Member,Male,Health and beauty,73.55,6,22.065,463.36,02/19/2019,18:39,Credit card,441.3,4.761904762,22.065,4.5
750470-16-7874,C,Marrakech,Normal,Male,Electronic accessories,92.09,10,46.045,966.95,01/21/2019,12:11,Ewallet,920.9,4.761904762,46.045,9.2
750471-42-1200,B,Rabat,Normal,Female,Home and lifestyle,66.37,2,6.637,139.38,01/01/2019,19:48,Ewallet,132.74,4.761904762,6.637,9.4
750472-70-8434,B,Rabat,Normal,Female,Food and beverages,82.66,10,41.33,867.93,01/28/2019,19:42,Ewallet,826.6,4.761904762,41.33,9.3
750473-36-1801,B,Rabat,Normal,Male,Food and beverages,64.0,4,12.8,268.8,03/21/2019,20:35,Cash,256.0,4.761904762,12.8,9.3
750474-52-2436,A,Casablanca,Member,Male,Fashion accessories,41.41,3,6.2115,130.44,03/15/2019,19:19,Credit card,124.23,4.761904762,6.2115,9.1
750475-81-3906,A,Casablanca,Member,Female,Electronic accessories,24.52,5,6.13,128.73,03/31/2019,19:36,Credit card,122.6,4.761904762,6.13,7.7
750476-80-2063,B,Rabat,Normal,Male,Health and beauty,79.16,6,23.748,498.71,01/09/2019,16:53,Cash,474.96,4.761904762,23.748,6.2
750477-36-1953,B,Rabat,Normal,Male,Health and beauty,72.51,5,18.1275,380.68,03/09/2019,13:44,Cash,362.55,4.761904762,18.1275,6.0
750478-89-6797,A,Casablanca,Member,Female,Fashion accessories,71.97,5,17.9925,377.84,02/03/2019,18:36,Cash,359.85,4.761904762,17.9925,6.6
750479-13-8616,A,Casablanca,Normal,Female,Sports and travel,82.71,10,41.355,868.45,01/25/2019,10:07,Cash,827.1,4.761904762,41.355,5.4
750480-11-4296,C,Marrakech,Member,Male,Food and beverages,99.9,7,34.965,734.27,03/13/2019,20:13,Cash,699.3,4.761904762,34.965,4.3
750481-53-7488,C,Marrakech,Normal,Female,Health and beauty,37.7,9,16.965,356.26,01/15/2019,20:21,Ewallet,339.3,4.761904762,16.965,7.3
750482-27-8888,C,Marrakech,Member,Male,Electronic accessories,39.74,6,11.922,250.36,03/02/2019,10:41,Cash,238.44,4.761904762,11.922,9.5
750483-96-6169,A,Casablanca,Normal,Female,Sports and travel,80.55,7,28.1925,592.04,03/08/2019,14:36,Ewallet,563.85,4.761904762,28.1925,9.6
750484-58-9753,C,Marrakech,Member,Male,Food and beverages,71.69,6,21.507,451.65,02/05/2019,10:21,Ewallet,430.14,4.761904762,21.507,4.4
750485-21-9143,A,Casablanca,Normal,Male,Food and beverages,20.51,5,5.1275,107.68,01/05/2019,14:26,Cash,102.55,4.761904762,5.1275,8.2
750486-21-8270,A,Casablanca,Normal,Female,Home and lifestyle,29.45,5,7.3625,154.61,01/05/2019,13:58,Cash,147.25,4.761904762,7.3625,5.1
750487-51-3347,C,Marrakech,Member,Female,Food and beverages,23.87,6,7.161,150.38,03/09/2019,14:49,Credit card,143.22,4.761904762,7.161,9.5
750488-15-2426,A,Casablanca,Member,Male,Fashion accessories,13.29,7,4.6515,97.68,01/15/2019,10:19,Credit card,93.03,4.761904762,4.6515,8.3
750489-35-4154,B,Rabat,Normal,Male,Health and beauty,56.85,5,14.2125,298.46,03/23/2019,13:20,Cash,284.25,4.761904762,14.2125,4.1
750490-81-9422,B,Rabat,Normal,Female,Sports and travel,70.39,5,17.5975,369.55,01/15/2019,10:39,Cash,351.95,4.761904762,17.5975,4.9
750491-19-6101,A,Casablanca,Member,Female,Food and beverages,38.66,3,5.799,121.78,03/15/2019,13:10,Cash,115.98,4.761904762,5.799,9.7
750492-21-7987,C,Marrakech,Normal,Female,Health and beauty,21.71,8,8.684,182.36,01/14/2019,16:03,Ewallet,173.68,4.761904762,8.684,9.4
750493-69-3159,B,Rabat,Member,Female,Food and beverages,42.0,6,12.6,264.6,03/27/2019,18:05,Credit card,252.0,4.761904762,12.6,8.9
750494-56-7423,A,Casablanca,Normal,Male,Sports and travel,37.93,8,15.172,318.61,01/19/2019,19:16,Ewallet,303.44,4.761904762,15.172,6.8
750495-31-5624,A,Casablanca,Normal,Female,Sports and travel,53.87,2,5.387,113.13,03/03/2019,17:54,Cash,107.74,4.761904762,5.387,6.9
750496-69-7566,B,Rabat,Member,Male,Sports and travel,83.57,2,8.357,175.5,01/10/2019,14:34,Credit card,167.14,4.761904762,8.357,6.0
750497-98-8063,C,Marrakech,Normal,Male,Food and beverages,31.93,3,4.7895,100.58,01/09/2019,15:13,Cash,95.79,4.761904762,4.7895,9.8
750498-85-8584,B,Rabat,Normal,Male,Electronic accessories,69.63,2,6.963,146.22,03/15/2019,17:07,Credit card,139.26,4.761904762,6.963,8.4
750499-58-6364,B,Rabat,Member,Female,Electronic accessories,37.72,7,13.202,277.24,03/29/2019,19:49,Ewallet,264.04,4.761904762,13.202,4.4
750500-29-8421,B,Rabat,Member,Male,Electronic accessories,83.52,10,41.76,876.96,01/01/2019,12:42,Credit card,835.2,4.761904762,41.76,9.4
750501-96-5989,C,Marrakech,Normal,Female,Food and beverages,62.01,4,12.402,260.44,02/08/2019,19:50,Cash,248.04,4.761904762,12.402,5.2
750502-80-1870,B,Rabat,Normal,Male,Food and beverages,10.73,9,4.8285,101.4,02/07/2019,10:23,Ewallet,96.57,4.761904762,4.8285,6.4
750503-58-7652,A,Casablanca,Normal,Male,Home and lifestyle,87.9,4,17.58,369.18,02/20/2019,20:20,Credit card,351.6,4.761904762,17.58,6.6
750504-46-3056,B,Rabat,Normal,Male,Fashion accessories,25.61,3,3.8415,80.67,02/16/2019,16:09,Cash,76.83,4.761904762,3.8415,5.1
750505-63-8471,A,Casablanca,Member,Male,Fashion accessories,11.41,8,4.564,95.84,01/11/2019,12:41,Ewallet,91.28,4.761904762,4.564,7.9
750506-64-1121,C,Marrakech,Normal,Male,Sports and travel,55.84,9,25.128,527.69,02/15/2019,13:11,Cash,502.56,4.761904762,25.128,8.9
750507-82-8917,C,Marrakech,Normal,Male,Fashion accessories,55.15,7,19.3025,405.35,02/16/2019,10:02,Credit card,386.05,4.761904762,19.3025,9.6
750508-76-2281,C,Marrakech,Normal,Male,Food and beverages,53.33,2,5.333,111.99,03/09/2019,14:29,Credit card,106.66,4.761904762,5.333,4.9
750509-16-6628,C,Marrakech,Member,Male,Sports and travel,66.75,2,6.675,140.18,03/16/2019,14:39,Credit card,133.5,4.761904762,6.675,8.1
750510-47-5738,C,Marrakech,Member,Female,Sports and travel,56.13,8,22.452,471.49,02/23/2019,15:51,Cash,449.04,4.761904762,22.452,7.4
750511-16-5780,A,Casablanca,Member,Female,Fashion accessories,80.64,5,20.16,423.36,03/16/2019,12:36,Cash,403.2,4.761904762,20.16,4.4
750512-45-5509,C,Marrakech,Member,Female,Sports and travel,17.43,9,7.8435,164.71,02/02/2019,12:39,Cash,156.87,4.761904762,7.8435,4.5
750513-32-5280,B,Rabat,Member,Male,Food and beverages,25.71,10,12.855,269.96,02/27/2019,15:51,Credit card,257.1,4.761904762,12.855,8.4
750514-29-9125,C,Marrakech,Member,Female,Electronic accessories,81.94,1,4.097,86.04,01/19/2019,19:59,Ewallet,81.94,4.761904762,4.097,6.1
750515-43-2900,B,Rabat,Normal,Male,Fashion accessories,49.61,3,7.4415,156.27,02/14/2019,10:41,Credit card,148.83,4.761904762,7.4415,5.3
750516-59-8775,A,Casablanca,Member,Female,Sports and travel,52.86,8,21.144,444.02,01/30/2019,16:43,Credit card,422.88,4.761904762,21.144,8.5
750517-22-9704,B,Rabat,Member,Female,Health and beauty,35.99,8,14.396,302.32,03/09/2019,20:02,Cash,287.92,4.761904762,14.396,6.3
750518-84-7408,C,Marrakech,Normal,Female,Food and beverages,92.61,5,23.1525,486.2,01/13/2019,14:41,Cash,463.05,4.761904762,23.1525,6.0
750519-18-1195,B,Rabat,Member,Male,Food and beverages,40.36,3,6.054,127.13,03/28/2019,10:53,Ewallet,121.08,4.761904762,6.054,5.9
750520-89-2506,B,Rabat,Member,Male,Fashion accessories,50.13,4,10.026,210.55,01/25/2019,10:01,Cash,200.52,4.761904762,10.026,8.4
750521-92-4027,A,Casablanca,Member,Male,Fashion accessories,96.19,2,9.619,202.0,02/18/2019,20:48,Ewallet,192.38,4.761904762,9.619,9.1
750522-51-5216,A,Casablanca,Member,Female,Home and lifestyle,52.02,2,5.202,109.24,02/24/2019,20:49,Cash,104.04,4.761904762,5.202,7.8
750523-18-9056,A,Casablanca,Member,Female,Health and beauty,44.45,6,13.335,280.04,02/03/2019,12:28,Cash,266.7,4.761904762,13.335,10.0
750524-23-8234,A,Casablanca,Normal,Male,Fashion accessories,54.28,3,8.142,170.98,01/28/2019,19:41,Cash,162.84,4.761904762,8.142,7.2
750525-93-1014,C,Marrakech,Normal,Male,Health and beauty,16.56,10,8.28,173.88,01/03/2019,17:09,Cash,165.6,4.761904762,8.28,8.4
750526-61-2148,A,Casablanca,Normal,Female,Electronic accessories,73.0,7,25.55,536.55,03/04/2019,17:27,Credit card,511.0,4.761904762,25.55,7.4
750527-48-7563,C,Marrakech,Member,Male,Sports and travel,95.86,8,38.344,805.22,02/15/2019,15:43,Credit card,766.88,4.761904762,38.344,4.7
750528-32-1644,A,Casablanca,Member,Female,Food and beverages,86.79,6,26.037,546.78,02/07/2019,20:12,Cash,520.74,4.761904762,26.037,4.5
750529-90-8175,B,Rabat,Member,Female,Fashion accessories,45.11,2,4.511,94.73,03/04/2019,11:56,Cash,90.22,4.761904762,4.511,7.8
750530-49-9186,C,Marrakech,Member,Male,Health and beauty,27.38,10,13.69,287.49,01/09/2019,18:41,Cash,273.8,4.761904762,13.69,5.4
